Record_ID,Complaint_ID,Date_Received,Received_Year,Product_Name,Product,Issue,Company,State_Name,Portals,Company_Response_to_Consumer,Timely_Response
1180,481388,8/6/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,OR,Web,Closed with explanation,Yes
1181,481430,8/6/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,PNC Bank N.A.,NJ,Phone,Closed with non-monetary relief,Yes
1182,481444,8/6/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",PA,Referral,Closed with explanation,Yes
1183,481446,8/6/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,PA,Referral,Closed with non-monetary relief,Yes
1184,481465,8/6/2013,2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Wells Fargo & Company,NC,Phone,Closed with explanation,Yes
1185,481475,8/6/2013,2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",Bank of America,CA,Web,Closed with explanation,Yes
1186,481511,8/6/2013,2013,Debt collection,Credit card,Communication tactics,Encore Capital Group,OK,Phone,Closed with explanation,Yes
1187,481518,8/6/2013,2013,Mortgage,VA mortgage,Credit decision / Underwriting,Pulte Mortgage,OK,Web,Closed with explanation,Yes
1188,481612,8/6/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Ocwen,MA,Web,Closed with explanation,Yes
1189,481624,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,IL,Web,Closed with explanation,Yes
1190,481628,8/6/2013,2013,Debt collection,Credit card,Disclosure verification of debt,Encore Capital Group,TX,Web,Closed with explanation,Yes
1191,481632,8/6/2013,2013,Credit reporting,Not Specified,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",IL,Web,Closed with explanation,Yes
1192,481656,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,TN,Web,Closed with explanation,Yes
1193,481664,8/6/2013,2013,Credit card,Not Specified,Billing disputes,TD Bank US Holding Company,FL,Web,Closed with monetary relief,Yes
1194,481678,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,PA,Phone,Closed with explanation,Yes
1195,481688,8/6/2013,2013,Debt collection,Credit card,False statements or representation,U.S. Bancorp,CA,Web,Closed with explanation,Yes
1196,481691,8/6/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,"TransUnion Intermediate Holdings, Inc.",IL,Web,Closed with explanation,Yes
1197,481738,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Specialized Loan Servicing LLC,WA,Web,Closed,Yes
1198,481768,8/6/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,FL,Web,Closed with explanation,Yes
1199,481789,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Flagstar Bank,CO,Web,Closed with monetary relief,Yes
1200,481827,8/6/2013,2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",BMO Harris,IL,Web,Closed with explanation,Yes
1201,481849,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,AZ,Web,Closed with explanation,Yes
1202,481857,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",NJ,Web,Closed with explanation,Yes
1203,481861,8/6/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Wells Fargo & Company,FL,Web,Closed with explanation,Yes
1204,481956,8/6/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,MD,Referral,Closed with explanation,Yes
1205,481957,8/6/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,U.S. Bancorp,CO,Web,Closed with explanation,Yes
1206,481960,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Citibank,MI,Web,Closed with explanation,Yes
1207,481968,8/6/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,"Sterling Infosystems, Inc.",FL,Web,Closed with explanation,Yes
1208,481969,8/6/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,GA,Referral,Closed with explanation,Yes
1209,481987,8/6/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,NY,Referral,Closed with explanation,Yes
1210,481990,8/6/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,FL,Referral,Closed with explanation,Yes
1211,482000,8/6/2013,2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,NV,Referral,Closed with explanation,Yes
1212,482036,8/6/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,OH,Referral,Closed with explanation,Yes
1213,482074,8/6/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",HSBC North America Holdings Inc.,NY,Referral,Closed with explanation,Yes
1214,482076,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,NC,Phone,Closed with explanation,Yes
1215,482078,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,CA,Web,Closed with explanation,Yes
1216,482083,8/6/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,OR,Web,Closed with non-monetary relief,Yes
1217,482097,8/6/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Experian,IL,Web,Closed with non-monetary relief,Yes
1218,482132,8/6/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
1219,482133,8/6/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
1220,482150,8/6/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Experian,TX,Postal mail,Closed with non-monetary relief,Yes
1221,482162,8/6/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CIT Bank National Association,FL,Web,Closed with explanation,Yes
1222,482402,8/6/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,DC,Referral,Closed with explanation,Yes
1223,482407,8/6/2013,2013,Bank account or service,Savings account,"Account opening, closing, or management","SunTrust Banks, Inc.",TN,Referral,Closed with explanation,Yes
1224,482413,8/6/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Regions Financial Corporation,MS,Referral,Closed,Yes
1225,482419,8/6/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",Bank of America,NC,Phone,Closed with explanation,Yes
1226,463685,8/7/2013,2013,Student loan,Non-federal student loan,Getting a loan,Discover,MA,Web,Closed with explanation,Yes
1227,482469,8/7/2013,2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Debt Recovery Solutions, LLC",FL,Web,Closed with explanation,Yes
1228,482470,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Consumer Adjustment Company Incorporated,FL,Web,Closed with non-monetary relief,Yes
1229,482474,8/7/2013,2013,Credit reporting,Not Specified,Credit reporting company's investigation,Equifax,CA,Web,Closed with explanation,Yes
1230,482484,8/7/2013,2013,Debt collection,Mortgage,Improper contact or sharing of info,Ditech Financial LLC,WI,Web,Closed with explanation,Yes
1231,482487,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,LA,Postal mail,Closed with explanation,Yes
1232,482494,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,VA,Web,Closed with non-monetary relief,Yes
1233,482499,8/7/2013,2013,Debt collection,Credit card,Taking/threatening an illegal action,JPMorgan Chase & Co.,MN,Web,Closed with explanation,Yes
1234,482503,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Bank of America,CA,Web,Closed with explanation,Yes
1235,482521,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"The Stark Collection Agency, Inc.",IL,Referral,Closed with non-monetary relief,Yes
1236,482544,8/7/2013,2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,SC,Referral,Closed with explanation,Yes
1237,482546,8/7/2013,2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Morgan Stanley,FL,Web,Closed with non-monetary relief,Yes
1238,482561,8/7/2013,2013,Credit card,Not Specified,Other,Discover,VA,Referral,Closed with explanation,Yes
1239,482563,8/7/2013,2013,Credit card,Not Specified,Customer service / Customer relations,Barclays PLC,MA,Web,Closed with non-monetary relief,Yes
1240,482579,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",DE,Web,Closed with explanation,Yes
1241,482634,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,MI,Referral,Closed with explanation,Yes
1242,482668,8/7/2013,2013,Credit card,Not Specified,Other,Amex,MA,Postal mail,Closed with explanation,Yes
1243,482761,8/7/2013,2013,Credit card,Not Specified,Other,Bank of America,NY,Phone,Closed with explanation,Yes
1244,482786,8/7/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,TX,Postal mail,Closed with explanation,Yes
1245,482834,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",Nationstar Mortgage,WA,Web,Closed with explanation,Yes
1246,482835,8/7/2013,2013,Credit card,Not Specified,Cash advance,Amex,VA,Web,Closed with explanation,Yes
1247,482846,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Nationstar Mortgage,MD,Web,Closed with explanation,Yes
1248,482852,8/7/2013,2013,Bank account or service,Savings account,Deposits and withdrawals,JPMorgan Chase & Co.,NY,Phone,Closed with explanation,Yes
1249,482857,8/7/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,PNC Bank N.A.,MD,Phone,Closed with explanation,Yes
1250,482868,8/7/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,PA,Web,Closed with explanation,Yes
1251,482870,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"CCS Financial Services, Inc.",TX,Referral,Closed with non-monetary relief,Yes
1252,482876,8/7/2013,2013,Student loan,Non-federal student loan,Repaying your loan,Primary Financial Services L.L.C.,SC,Web,Closed with explanation,Yes
1253,482883,8/7/2013,2013,Credit card,Not Specified,Credit card protection / Debt protection,JPMorgan Chase & Co.,WV,Phone,Closed with explanation,Yes
1254,482887,8/7/2013,2013,Bank account or service,Checking account,Problems caused by my funds being low,Santander Bank US,NY,Referral,Closed,Yes
1255,482892,8/7/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,BB&T Financial,GA,Phone,Closed with explanation,Yes
1256,482894,8/7/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,FL,Phone,Closed with explanation,Yes
1257,482900,8/7/2013,2013,Credit card,Not Specified,Billing statement,U.S. Bancorp,CA,Referral,Closed with monetary relief,Yes
1258,482902,8/7/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,JPMorgan Chase & Co.,AZ,Referral,Closed with explanation,Yes
1259,482903,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure","Caliber Home Loans, Inc",NJ,Referral,Closed with explanation,Yes
1260,482904,8/7/2013,2013,Credit card,Not Specified,Billing disputes,Citibank,TX,Referral,Closed with explanation,Yes
1261,482906,8/7/2013,2013,Bank account or service,Checking account,Problems caused by my funds being low,BB&T Financial,GA,Referral,Closed with explanation,Yes
1262,482909,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,GA,Referral,Closed with explanation,Yes
1263,482914,8/7/2013,2013,Consumer Loan,Vehicle loan,Managing the loan or lease,Santander Consumer USA Holdings Inc,CA,Web,Closed with explanation,Yes
1264,482927,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
1265,482934,8/7/2013,2013,Bank account or service,Checking account,"Making/receiving payments, sending money",Regions Financial Corporation,TN,Phone,Closed,Yes
1266,482935,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,FL,Web,Closed with explanation,Yes
1267,482936,8/7/2013,2013,Credit card,Not Specified,APR or interest rate,Citibank,MO,Phone,Closed with explanation,Yes
1268,482938,8/7/2013,2013,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",DE,Web,Closed with non-monetary relief,Yes
1269,482947,8/7/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,Unknown,Phone,Closed with non-monetary relief,Yes
1270,482978,8/7/2013,2013,Debt collection,I do not know,Communication tactics,"The CBE Group, Inc.",CA,Web,Closed with non-monetary relief,Yes
1271,482979,8/7/2013,2013,Bank account or service,Savings account,Deposits and withdrawals,U.S. Bancorp,OH,Phone,Closed with explanation,Yes
1272,482983,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Residential Credit Solutions,OR,Referral,Closed with explanation,Yes
1273,482986,8/7/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,Fifth Third Financial Corporation,IL,Referral,Closed with monetary relief,Yes
1274,482997,8/7/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,TX,Web,Closed with non-monetary relief,Yes
1275,482999,8/7/2013,2013,Debt collection,Non-federal student loan,Improper contact or sharing of info,"Williams & Fudge, Inc",MO,Web,Closed with explanation,Yes
1276,483006,8/7/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Capital One,TX,Referral,Closed with explanation,Yes
1277,483016,8/7/2013,2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
1278,483022,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",MO,Postal mail,Closed with explanation,Yes
1279,483023,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,MO,Postal mail,Closed with explanation,Yes
1280,483044,8/7/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,Bank of America,NC,Referral,Closed with monetary relief,Yes
1281,483051,8/7/2013,2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Bank of America,CA,Web,Closed with explanation,Yes
1282,483060,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",CIT Bank National Association,NJ,Referral,Closed with explanation,Yes
1283,483067,8/7/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,Bank of America,TX,Web,Closed with monetary relief,Yes
1284,483262,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,NJ,Referral,Closed with non-monetary relief,Yes
1285,484201,8/7/2013,2013,Credit card,Not Specified,Closing/Cancelling account,Capital One,PA,Phone,Closed with monetary relief,Yes
1286,484233,8/7/2013,2013,Credit card,Not Specified,Closing/Cancelling account,Citibank,TX,Web,Closed with monetary relief,Yes
1287,484649,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NC,Web,Closed with non-monetary relief,Yes
1288,484689,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,FL,Web,Closed with explanation,Yes
1289,484782,8/7/2013,2013,Consumer Loan,Vehicle loan,Managing the loan or lease,"Westlake Services, LLC",TX,Web,Closed with explanation,Yes
1290,484838,8/7/2013,2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Commercial Recovery Systems,TX,Web,Closed,Yes
1291,484851,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,AZ,Web,Closed with explanation,Yes
1292,484852,8/7/2013,2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,Nationstar Mortgage,WA,Web,Closed with explanation,Yes
1293,484863,8/7/2013,2013,Debt collection,I do not know,Communication tactics,"Navient Solutions, Inc.",MA,Phone,Closed with non-monetary relief,Yes
1294,484869,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Northland Group, Inc.",GA,Phone,Closed with explanation,Yes
1295,484871,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,CA,Referral,Closed with explanation,Yes
1296,484872,8/7/2013,2013,Debt collection,Credit card,Communication tactics,JPMorgan Chase & Co.,NH,Web,Closed with explanation,Yes
1297,484874,8/7/2013,2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Bank of America,CA,Web,Closed with explanation,Yes
1298,484877,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Citibank,FL,Referral,Closed with explanation,Yes
1299,484878,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,ERC,MO,Phone,Closed with non-monetary relief,Yes
1300,484881,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,RI,Web,Closed with explanation,Yes
1301,484886,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,AZ,Web,Closed with explanation,Yes
1302,484888,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,MI,Web,Closed with explanation,Yes
1303,484896,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,VA,Phone,Closed with explanation,Yes
1304,484902,8/7/2013,2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",Bank of America,GA,Web,Closed with explanation,Yes
1305,484907,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,CT,Web,Closed with non-monetary relief,Yes
1306,484911,8/7/2013,2013,Debt collection,Mortgage,Disclosure verification of debt,Ocwen,MI,Web,Closed with explanation,Yes
1307,484914,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,UT,Referral,Closed with explanation,Yes
1308,484920,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,NJ,Referral,Closed with explanation,Yes
1309,484931,8/7/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Fifth Third Financial Corporation,FL,Referral,Closed with explanation,Yes
1310,484933,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",HSBC North America Holdings Inc.,NY,Web,Closed with explanation,Yes
1311,484942,8/7/2013,2013,Debt collection,Auto,Cont'd attempts collect debt not owed,Nations Recovery Center,ID,Phone,Closed with explanation,Yes
1312,484953,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Hyperion Recovery LLC,MD,Web,Closed with monetary relief,Yes
1313,484956,8/7/2013,2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",Wells Fargo & Company,NY,Web,Closed with explanation,Yes
1314,484962,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,MI,Web,Closed with explanation,Yes
1315,484966,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Citibank,OH,Phone,Closed with explanation,Yes
1316,484975,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,WA,Web,Closed with non-monetary relief,Yes
1317,484976,8/7/2013,2013,Debt collection,I do not know,Communication tactics,"Portfolio Recovery Associates, Inc.",CA,Phone,Closed with non-monetary relief,Yes
1318,484977,8/7/2013,2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Synchrony Financial,AL,Phone,Closed with explanation,Yes
1319,484994,8/7/2013,2013,Mortgage,FHA mortgage,Settlement process and costs,Wells Fargo & Company,AL,Web,Closed with explanation,Yes
1320,485006,8/7/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Web,Closed with explanation,Yes
1321,485016,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Web,Closed with explanation,Yes
1322,485027,8/7/2013,2013,Mortgage,Other mortgage,Settlement process and costs,Capital One,OH,Phone,Closed with explanation,Yes
1323,485030,8/7/2013,2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,Nationstar Mortgage,AZ,Web,Closed with explanation,Yes
1324,485036,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,WA,Web,Closed with explanation,Yes
1325,485038,8/7/2013,2013,Mortgage,Other mortgage,Settlement process and costs,Nationstar Mortgage,MN,Phone,Closed with explanation,Yes
1326,485043,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",PNC Bank N.A.,GA,Web,Closed with explanation,Yes
1327,485047,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,CA,Web,Closed with explanation,Yes
1328,485051,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,ERC,CA,Phone,Closed with explanation,Yes
1329,485055,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,NM,Web,Closed with explanation,Yes
1330,485056,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ocwen,UT,Phone,Closed with explanation,Yes
1331,485063,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,LA,Web,Closed with explanation,Yes
1332,485066,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Afni, Inc.",FL,Web,Closed with explanation,Yes
1333,485070,8/7/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"Hunter Warfield, Inc.",WA,Web,Closed with explanation,Yes
1334,485072,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Bayview Loan Servicing, LLC",HI,Web,Closed with explanation,Yes
1335,486603,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,VA,Web,Closed with explanation,Yes
1336,486967,8/7/2013,2013,Credit card,Not Specified,APR or interest rate,Citibank,FL,Web,Closed with non-monetary relief,Yes
1337,487129,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Experian,OH,Web,Closed with explanation,Yes
1338,487131,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Experian,NJ,Web,Closed with explanation,Yes
1339,487139,8/7/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Experian,GA,Web,Closed with explanation,Yes
1340,488956,8/7/2013,2013,Credit card,Not Specified,Late fee,Citibank,CA,Web,Closed with monetary relief,Yes
1341,493184,8/7/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,"TransUnion Intermediate Holdings, Inc.",CA,Web,Closed with explanation,Yes
1342,493185,8/7/2013,2013,Bank account or service,Checking account,Using a debit or ATM card,Bank of America,NY,Web,Closed with explanation,Yes
1343,493187,8/7/2013,2013,Credit card,Not Specified,Billing disputes,Bank of America,PA,Web,Closed with monetary relief,Yes
1344,493198,8/7/2013,2013,Credit card,Not Specified,Identity theft / Fraud / Embezzlement,Synchrony Financial,NY,Phone,Closed with non-monetary relief,Yes
1345,495107,8/7/2013,2013,Debt collection,Credit card,Taking/threatening an illegal action,Amex,CA,Web,Closed with non-monetary relief,Yes
1346,496684,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,JPMorgan Chase & Co.,NY,Web,Closed with explanation,Yes
1347,496685,8/7/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,TX,Phone,Closed with explanation,Yes
1348,498169,8/7/2013,2013,Credit card,Not Specified,Bankruptcy,Bank of America,CA,Web,Closed with explanation,Yes
1349,499033,8/7/2013,2013,Credit card,Not Specified,Credit card protection / Debt protection,Capital One,CA,Web,Closed with monetary relief,Yes
1350,499212,8/7/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,TX,Web,Closed with explanation,Yes
1351,499218,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,TN,Web,Closed with explanation,Yes
1352,499228,8/7/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,WA,Web,Closed with explanation,Yes
1353,501167,8/7/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,GA,Phone,Closed with explanation,Yes
1354,482661,8/8/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,FL,Web,Closed with explanation,Yes
1355,482663,8/8/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,IL,Web,Closed with explanation,Yes
1356,482673,8/8/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Residential Credit Solutions,CT,Phone,Closed with explanation,Yes
1357,482686,8/8/2013,2013,Credit card,Not Specified,Billing disputes,Comerica,MI,Referral,Closed with explanation,Yes
1358,482697,8/8/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,LA,Web,Closed with non-monetary relief,Yes
1359,482704,8/8/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,FL,Referral,Closed with explanation,Yes
1360,482722,8/8/2013,2013,Debt collection,I do not know,Disclosure verification of debt,"Credit Services of Oregon, Inc.",OR,Web,Closed with explanation,Yes
1361,482734,8/8/2013,2013,Student loan,Non-federal student loan,Repaying your loan,AES/PHEAA,DC,Web,Closed with explanation,Yes
1362,482759,8/8/2013,2013,Debt collection,I do not know,Disclosure verification of debt,"United Collection Bureau, Inc.",WI,Web,Closed with explanation,Yes
1363,482766,8/8/2013,2013,Money transfers,Domestic (US) money transfer,Other transaction issues,The Western Union Company,DE,Web,Closed with explanation,Yes
1364,482775,8/8/2013,2013,Credit reporting,Not Specified,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",TN,Web,Closed with explanation,Yes
1365,482784,8/8/2013,2013,Bank account or service,Other bank product/service,"Account opening, closing, or management","First American Mitigators, PLLC.",MI,Web,Untimely response,No
1366,482793,8/8/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Web,Closed with explanation,Yes
1367,482995,8/8/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,GA,Web,Closed with non-monetary relief,Yes
1368,483081,8/8/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,TN,Web,Closed with explanation,Yes
1369,483101,8/8/2013,2013,Credit reporting,Not Specified,Credit reporting company's investigation,Equifax,CA,Web,Closed with non-monetary relief,Yes
1370,483117,8/8/2013,2013,Credit card,Not Specified,Advertising and marketing,JPMorgan Chase & Co.,CA,Web,Closed with non-monetary relief,Yes
